Track,Artist,Position,Last,Peak,Weeks,Year,Month,Week
Break Down Here,Julie Roberts,96,-,96,1,2004,7,17
She Will Be Loved,Maroon 5,50,-,50,1,2004,7,24
One Thing,Finger Eleven,67,-,67,1,2004,7,24
My Place,Nelly Featuring Jaheim,69,-,69,1,2004,7,24
Days Go By,Keith Urban,72,-,72,1,2004,7,24
Let Me In,Young Buck,73,-,73,1,2004,7,24
Breaking The Habit,Linkin Park,74,-,74,1,2004,7,24
My Happy Ending,Avril Lavigne,70,-,70,1,2004,7,31
Save A Horse (Ride A Cowboy),Big & Rich,75,-,75,1,2004,7,31
She Thinks She Needs Me,Andy Griggs,76,-,76,1,2004,7,31
U Saved Me,R. Kelly,77,-,77,1,2004,7,31
Just Like You,Three Days Grace,79,-,79,1,2004,7,31
Shake That Sh**,Shawnna Featuring Ludacris,94,-,94,1,2004,7,31
On The Way Down,Ryan Cabrera,99,-,99,1,2004,7,31
Let's Get It Started,The Black Eyed Peas,52,-,52,1,2004,8,7
Too Much Of A Good Thing,Alan Jackson,66,-,66,1,2004,8,7
Here For The Party,Gretchen Wilson,69,-,69,1,2004,8,7
Suds In The Bucket,Sara Evans,75,-,75,1,2004,8,7
Cold,Crossfade,95,-,95,1,2004,8,7
I Hate Everything,George Strait,69,-,69,1,2004,8,14
Outrageous,Britney Spears,85,-,85,1,2004,8,14
Hot 2Nite,New Edition,100,-,100,1,2004,8,14
If Nobody Believed In You,Joe Nichols,72,-,72,1,2004,8,21
Feels Like Today,Rascal Flatts,73,-,73,1,2004,8,21
You're My Everything,Anita Baker,74,-,74,1,2004,8,21
Call My Name,Prince,75,-,75,1,2004,8,21
American Idiot,Green Day,77,-,77,1,2004,8,21
Knuck If You Buck,Crime Mob Featuring Lil Scrappy,98,-,98,1,2004,8,21
Breakaway,Kelly Clarkson,60,-,60,1,2004,8,28
Stays In Mexico,Toby Keith,61,-,61,1,2004,8,28
"Breathe, Stretch, Shake",Mase Featuring P. Diddy,64,-,64,1,2004,8,28
Nolia Clap,"Juvenile, Wacko & Skip",67,-,67,1,2004,8,28
That's What It's All About,Brooks & Dunn,76,-,76,1,2004,8,28
Who Is She 2 U,Brandy,85,-,85,1,2004,8,28
Oye Mi Canto,"N.O.R.E. Featuring Daddy Yankee, Nina Sky, Gem Star & Big Mato",91,-,91,1,2004,8,28
Storm,Lenny Kravitz Featuring Jay-Z,98,-,98,1,2004,8,28
Broken,Seether Featuring Amy Lee,58,-,58,1,2004,9,4
Flap Your Wings,Nelly,63,-,63,1,2004,9,4
In A Real Love,Phil Vassar,71,-,71,1,2004,9,4
Charlene,Anthony Hamilton,72,-,72,1,2004,9,4
Somebody Told Me,The Killers,85,-,85,1,2004,9,4
King Of The Dancehall,Beenie Man,95,-,95,1,2004,9,4
White Tee's,Dem Franchize Boyz,96,-,96,1,2004,9,4
How Did You Know?,Mynt Featuring Kim Sozzi,97,-,97,1,2004,9,4
My Boo,Usher And Alicia Keys,29,-,29,1,2004,9,11
1985,Bowling For Soup,72,-,72,1,2004,9,11
Car Wash,Christina Aguilera Featuring Missy Elliott,73,-,73,1,2004,9,11
So Cold,Breaking Benjamin,77,-,77,1,2004,9,11
Mr. Mom,Lonestar,71,-,71,1,2004,9,18
Let's Go,Trick Daddy Featuring Lil Jon & Twista,72,-,72,1,2004,9,18
You & Me,J-Kwon Featuring Sadiyyah,73,-,73,1,2004,9,18
Nothing On But The Radio,Gary Allan,75,-,75,1,2004,9,18
Dangerously In Love,Beyonce,76,-,76,1,2004,9,18
Breathe,Fabolous,94,-,94,1,2004,9,18
Nasty Girl,Nitty,95,-,95,1,2004,9,18
Lose My Breath,Destiny's Child,30,-,30,1,2004,9,25
Hush,LL Cool J Featuring 7 Aurelius,69,-,69,1,2004,9,25
Tilt Ya Head Back,Nelly & Christina Aguilera,75,-,75,1,2004,9,25
Fall To Pieces,Velvet Revolver,77,-,77,1,2004,9,25
Drop It Like It's Hot,Snoop Dogg Featuring Pharrell,51,-,51,1,2004,10,2
Dare You To Move,Switchfoot,64,-,64,1,2004,10,2
Shadow,Ashlee Simpson,68,-,68,1,2004,10,2
Go D.J.,Lil Wayne,71,-,71,1,2004,10,2
Used To Love U,John Legend,97,-,97,1,2004,10,2
Just Lose It,Eminem,17,-,17,1,2004,10,9
Vertigo,U2,46,-,46,1,2004,10,9
Balla Baby,Chingy,67,-,67,1,2004,10,9
Baby It's You,JoJo Featuring Bow Wow,70,-,70,1,2004,10,9
Tempted To Touch,Rupee,96,-,96,1,2004,10,9
Whatever U Want,Christina Milian Featuring Joe Budden,100,-,100,1,2004,10,9
Over And Over,Nelly Featuring Tim McGraw,58,-,58,1,2004,10,16
Shorty Wanna Ride,Young Buck,68,-,68,1,2004,10,16
Wonderful,Ja Rule Featuring R. Kelly & Ashanti,69,-,69,1,2004,10,16
The Woman With You,Kenny Chesney,73,-,73,1,2004,10,16
What You Waiting For?,Gwen Stefani,93,-,93,1,2004,10,16
Real Big,Mannie Fresh,98,-,98,1,2004,10,16
Westside Story,The Game Featuring 50 Cent,99,-,99,1,2004,10,16
White Houses,Vanessa Carlton,100,-,100,1,2004,10,16
Big Chips,R. Kelly & Jay-Z,63,-,63,1,2004,10,23
How Am I Doin',Dierks Bentley,72,-,72,1,2004,10,23
I Don't Want To Be,Gavin DeGraw,73,-,73,1,2004,10,23
Back When,Tim McGraw,74,-,74,1,2004,10,23
Getting Away With Murder,Papa Roach,75,-,75,1,2004,10,23
Take Me Home,Terror Squad,94,-,94,1,2004,10,23
Let Me Love You,Mario,97,-,97,1,2004,10,23
Some Beach,Blake Shelton,65,-,65,1,2004,10,30
"1, 2 Step",Ciara Featuring Missy Elliott,74,-,74,1,2004,10,30
Rough & Ready,Trace Adkins,75,-,75,1,2004,10,30
"I Smoke, I Drank",Body Head Bangerz Featuring YoungBloodz,85,-,85,1,2004,10,30
Daughters,John Mayer,68,-,68,1,2004,11,6
Party For Two,Shania Twain With Billy Currington Or Mark McGrath,73,-,73,1,2004,11,6
What U Gon' Do,Lil Jon & The East Side Boyz Featuring Lil Scrappy,74,-,74,1,2004,11,6
(Reach Up For The) Sunrise,Duran Duran,95,-,95,1,2004,11,6
Welcome To My Life,Simple Plan,66,-,66,1,2004,11,13
"Awful, Beautiful Life",Darryl Worley,72,-,72,1,2004,11,13
Nothin 'Bout Love Makes Sense,LeAnn Rimes,75,-,75,1,2004,11,13
So Sexy Chapter II (Like This),Twista Featuring R. Kelly,92,-,92,1,2004,11,13
Gasolina,Daddy Yankee,96,-,96,1,2004,11,13
Encore,"Eminem, Dr. Dre & 50 Cent",60,-,60,1,2004,11,20
Only U,Ashanti,63,-,63,1,2004,11,20
Get Back,Ludacris,66,-,66,1,2004,11,20
Karma,Lloyd Banks Featuring Avant,71,-,71,1,2004,11,20
New York,Ja Rule Featuring Fat Joe & Jadakiss,72,-,72,1,2004,11,20
U Make Me Wanna,Jadakiss Featuring Mariah Carey,75,-,75,1,2004,11,20
Vitamin R (Leading Us Along),Chevelle,77,-,77,1,2004,11,20
Bridging The Gap,Nas Featuring Olu Dara,94,-,94,1,2004,11,20
Lovers And Friends,Lil Jon & The East Side Boyz Featuring Usher & Ludacris,36,-,36,1,2004,11,27
Soldier,Destiny's Child Featuring T.I. & Lil Wayne,41,-,41,1,2004,11,27
How We Do,The Game Featuring 50 Cent,65,-,65,1,2004,11,27
Boulevard Of Broken Dreams,Green Day,71,-,71,1,2004,11,27
I Changed My Mind,Keyshia Cole Featuring Shyne,72,-,72,1,2004,11,27
Give A Little Bit,Goo Goo Dolls,74,-,74,1,2004,11,27
Numb/Encore,Jay-Z/Linkin Park,86,-,86,1,2004,11,27
Bring Em Out,T.I.,88,-,88,1,2004,11,27
Karma,Alicia Keys,93,-,93,1,2004,11,27
You're The One,Guerilla Black Featuring Mario Winans,99,-,99,1,2004,11,27
Mud On The Tires,Brad Paisley,70,-,70,1,2004,12,4
You're My Better Half,Keith Urban,73,-,73,1,2004,12,4
Monday Morning Church,Alan Jackson,75,-,75,1,2004,12,4
Hey Now (Mean Muggin),Xzibit Featuring Keri Hilson,93,-,93,1,2004,12,4
True,Ryan Cabrera,52,-,52,1,2004,12,11
Disco Inferno,50 Cent,54,-,54,1,2004,12,11
When I Think About Cheatin',Gretchen Wilson,60,-,60,1,2004,12,11
Nobody's Home,Avril Lavigne,61,-,61,1,2004,12,11
Beautiful Soul,Jesse McCartney,72,-,72,1,2004,12,11
Lady,Lenny Kravitz,73,-,73,1,2004,12,11
Come Home Soon,SHeDAISY,75,-,75,1,2004,12,11
Caught Up,Usher,76,-,76,1,2004,12,11
Gotta Go Solo,Patti LaBelle Featuring Ron Isley,89,-,89,1,2004,12,11
Baby Girl,Sugarland,99,-,99,1,2004,12,11
Bless The Broken Road,Rascal Flatts,66,-,66,1,2004,12,18
Since U Been Gone,Kelly Clarkson,70,-,70,1,2004,12,18
He Gets That From Me,Reba McEntire,71,-,71,1,2004,12,18
Some Cut,Trillville Featuring Cutty,70,-,70,1,2004,12,25
Rich Girl,Gwen Stefani Featuring Eve,74,-,74,1,2004,12,25
Okay,Nivea Featuring Lil Jon & YoungBloodZ,95,-,95,1,2004,12,25
Perdidos,Monchy & Alexandra,96,-,96,1,2004,12,25
Mockingbird,Eminem,74,-,74,1,2005,1,1
Holy Water,Big & Rich,75,-,75,1,2005,1,1
A Rose By Any Other Name,Teena Marie Featuring Gerald Levert,97,-,97,1,2005,1,1
Thugs Get Lonely Too,2Pac Featuring Nate Dogg,98,-,98,1,2005,1,1
Ordinary People,John Legend,73,-,73,1,2005,1,8
Sunday Morning,Maroon 5,75,-,75,1,2005,1,8
Let's Get Blown,Snoop Dogg,76,-,76,1,2005,1,8
Ghetto,Akon,95,-,95,1,2005,1,8
Hold You Down,"The Alchemist Featuring Prodigy, Illa Ghee & Nina Sky",99,-,99,1,2005,1,8
I'll Be Around,Daryl Hall John Oates,99,-,99,1,2005,1,15
Get Right,Jennifer Lopez,53,-,53,1,2005,1,22
O,Omarion,68,-,68,1,2005,1,22
Nothin' To Lose,Josh Gracin,70,-,70,1,2005,1,22
Truth Is,Fantasia,73,-,73,1,2005,1,22
U Don't Know Me,T.I.,77,-,77,1,2005,1,22
Baby,Fabolous Featuring Mike Shorey,83,-,83,1,2005,1,22
Sugar (Gimme Some),"Trick Daddy Featuring Ludacris, Lil' Kim & Cee-Lo",100,-,100,1,2005,1,22
It's Like That,Mariah Carey,53,-,53,1,2005,1,29
Obsession (No Es Amor),Frankie J Featuring Baby Bash,63,-,63,1,2005,1,29
Like Toy Soldiers,Eminem,64,-,64,1,2005,1,29
Look What You've Done,Jet,70,-,70,1,2005,1,29
I May Hate Myself In The Morning,Lee Ann Womack,73,-,73,1,2005,1,29
Let Them Be Little,Billy Dean,74,-,74,1,2005,1,29
Candy Shop,50 Cent Featuring Olivia,53,-,53,1,2005,2,5
Hope,Twista Featuring Faith Evans,65,-,65,1,2005,2,5
N Dey Say,Nelly,69,-,69,1,2005,2,5
Let Me Go,3 Doors Down,73,-,73,1,2005,2,5
That's What I Love About Sunday,Craig Morgan,74,-,74,1,2005,2,5
Gone,Montgomery Gentry,76,-,76,1,2005,2,5
Mr. Brightside,The Killers,40,-,40,1,2005,2,12
I Just Wanna Live,Good Charlotte,55,-,55,1,2005,2,12
Scars,Papa Roach,73,-,73,1,2005,2,12
Somewhere Only We Know,Keane,75,-,75,1,2005,2,12
Collide,Howie Day,78,-,78,1,2005,2,12
Goin' Crazy,Natalie,80,-,80,1,2005,2,12
It's Getting Better All The Time,Brooks & Dunn,82,-,82,1,2005,2,12
Anything But Mine,Kenny Chesney,83,-,83,1,2005,2,12
Hate It Or Love It,The Game Featuring 50 Cent,85,-,85,1,2005,2,12
I'm Not Okay (I Promise),My Chemical Romance,87,-,87,1,2005,2,12
Little Sister,Queens Of The Stone Age,89,-,89,1,2005,2,12
If Heaven,Andy Griggs,90,-,90,1,2005,2,12
You And Me,Lifehouse,92,-,92,1,2005,2,12
Pain,Jimmy Eat World,93,-,93,1,2005,2,12
Home,Three Days Grace,94,-,94,1,2005,2,12
La La,Ashlee Simpson,98,-,98,1,2005,2,12
Baby Mama,Fantasia,99,-,99,1,2005,2,12
1 Thing,Amerie,100,-,100,1,2005,2,12
Lonely No More,Rob Thomas,78,-,78,1,2005,2,19
Signs,Snoop Dogg Featuring Charlie Wilson & Justin Timberlake,83,-,83,1,2005,2,19
My Give A Damn's Busted,Jo Dee Messina,91,-,91,1,2005,2,19
Down And Out,Cam'Ron Featuring Kanye West & Syleena Johnson,94,-,94,1,2005,2,19
Almost,Bowling For Soup,95,-,95,1,2005,2,19
Landed,Ben Folds,97,-,97,1,2005,2,19
Trying To Find Atlantis,Jamie O'Neal,98,-,98,1,2005,2,19
We Will Become Silhouettes,The Postal Service,82,-,82,1,2005,2,26
Lonely,Akon,90,-,90,1,2005,2,26
Honkytonk U,Toby Keith,93,-,93,1,2005,2,26
Wait (The Whisper Song),Ying Yang Twins,94,-,94,1,2005,2,26
Jerk It Out,Caesars,95,-,95,1,2005,2,26
Baby I'm Back,Baby Bash Featuring Akon,97,-,97,1,2005,2,26
What's A Guy Gotta Do,Joe Nichols,100,-,100,1,2005,2,26
Across The Universe,Various Artists,22,-,22,1,2005,3,5
Number One Spot,Ludacris,82,-,82,1,2005,3,5
"Sitting, Waiting, Wishing",Jack Johnson,87,-,87,1,2005,3,5
Switch,Will Smith,88,-,88,1,2005,3,5
Slow Down,Bobby Valentino,95,-,95,1,2005,3,5
In The Kitchen,R. Kelly,97,-,97,1,2005,3,5
Girlfight,Brooke Valentine Featuring Lil Jon & Big Boi,98,-,98,1,2005,3,5
U Already Know,112 Featuring Foxy Brown,99,-,99,1,2005,3,5
Shut Up,Simple Plan,100,-,100,1,2005,3,5
God's Will,Martina McBride,96,-,96,1,2005,3,12
Still Tippin',Mike Jones Featuring Slim Thug & Paul Wall,74,-,74,1,2005,3,19
Hold You Down,Jennifer Lopez Featuring Fat Joe,79,-,79,1,2005,3,19
I'm A Hustla,Cassidy,85,-,85,1,2005,3,19
How Do You Get That Lonely,Blaine Larsen,91,-,91,1,2005,3,19
How Could You,Mario,93,-,93,1,2005,3,19
The Widow,The Mars Volta,97,-,97,1,2005,3,19
Oh,Ciara Featuring Ludacris,75,-,75,1,2005,3,26
E-Pro,Beck,77,-,77,1,2005,3,26
Just A Lil Bit,50 Cent,87,-,87,1,2005,3,26
Piggy Bank,50 Cent,88,-,88,1,2005,3,26
Again,Faith Evans,90,-,90,1,2005,3,26
Homewrecker,Gretchen Wilson,91,-,91,1,2005,3,26
Why Do You Love Me,Garbage,94,-,94,1,2005,3,26
Drugs Or Jesus,Tim McGraw,97,-,97,1,2005,3,26
Songs About Me,Trace Adkins,99,-,99,1,2005,3,26
Be Yourself,Audioslave,100,-,100,1,2005,3,26
Cry Baby/Piece Of My Heart,Melissa Etheridge & Joss Stone,32,-,32,1,2005,4,2
Bitches Ain't S**t,Ben Folds,71,-,71,1,2005,4,2
Hollaback Girl,Gwen Stefani,82,-,82,1,2005,4,2
Girl,Destiny's Child,90,-,90,1,2005,4,2
Lot Of Leavin' Left To Do,Dierks Bentley,96,-,96,1,2005,4,2
Sooner Or Later,Breaking Benjamin,99,-,99,1,2005,4,2
The Hand That Feeds,Nine Inch Nails,31,-,31,1,2005,4,9
So What The Fuss,Stevie Wonder,96,-,96,1,2005,4,9
La Camisa Negra,Juanes,97,-,97,1,2005,4,9
Holiday,Green Day,98,-,98,1,2005,4,9
Beverly Hills,Weezer,25,-,25,1,2005,4,16
Devils & Dust,Bruce Springsteen,72,-,72,1,2005,4,16
B.Y.O.B.,System Of A Down,74,-,74,1,2005,4,16
We Belong Together,Mariah Carey,81,-,81,1,2005,4,16
Grind With Me,Pretty Ricky,92,-,92,1,2005,4,16
Chariot,Gavin DeGraw,97,-,97,1,2005,4,16
So Much More,Fat Joe,98,-,98,1,2005,4,16
Sometimes You Can't Make It On Your Own,U2,99,-,99,1,2005,4,16
Do Somethin',Britney Spears,100,-,100,1,2005,4,16
Incomplete,Backstreet Boys,55,-,55,1,2005,4,23
Behind These Hazel Eyes,Kelly Clarkson,87,-,87,1,2005,4,23
Making Memories Of Us,Keith Urban,90,-,90,1,2005,4,23
You'll Be There,George Strait,96,-,96,1,2005,4,23
Don't Phunk With My Heart,The Black Eyed Peas,97,-,97,1,2005,4,23
Under Pressure,The Used And My Chemical Romance,54,-,54,1,2005,4,30
Hello Tomorrow,Squeak E. Clean Featuring Karen O,85,-,85,1,2005,4,30
MJB Da MVP,Mary J. Blige Featuring The Game & 50 Cent,86,-,86,1,2005,4,30
Happy?,Mudvayne,89,-,89,1,2005,4,30
Breathe (2 AM),Anna Nalick,92,-,92,1,2005,4,30
Cater 2 U,Destiny's Child,95,-,95,1,2005,4,30
I'll Take That As A Yes (The Hot Tub Song),Phil Vassar,96,-,96,1,2005,4,30
Class Reunion (That Used To Be Us),Lonestar,99,-,99,1,2005,4,30
Free Yourself,Fantasia,100,-,100,1,2005,4,30
Speed Of Sound,Coldplay,8,-,8,1,2005,5,7
When You Tell Me That You Love Me,American Idol Finalists Season 4,39,-,39,1,2005,5,7
Blue Orchid,The White Stripes,43,-,43,1,2005,5,7
Fast Cars And Freedom,Rascal Flatts,86,-,86,1,2005,5,7
All Because Of You,Marques Houston Featuring Young Rome,91,-,91,1,2005,5,7
Don't Cha,The Pussycat Dolls Featuring Busta Rhymes,95,-,95,1,2005,5,7
La Tortura,Shakira Featuring Alejandro Sanz,98,-,98,1,2005,5,7
Give Me That,Webbie Featuring Bun B,99,-,99,1,2005,5,7
Trapped In The Closet,R. Kelly,100,-,100,1,2005,5,7
American Baby,Dave Matthews Band,19,-,19,1,2005,5,14
Best Of You,Foo Fighters,51,-,51,1,2005,5,14
Lose Control,Missy Elliott Featuring Ciara & Fat Man Scoop,86,-,86,1,2005,5,21
She's No You,Jesse McCartney,91,-,91,1,2005,5,21
Diamonds From Sierra Leone,Kanye West,94,-,94,1,2005,5,21
Untitled (How Can This Happen To Me?),Simple Plan,95,-,95,1,2005,5,21
I Can't Stop Loving You,Kem,96,-,96,1,2005,5,21
Home,Michael Buble,98,-,98,1,2005,5,21
Something More,Sugarland,99,-,99,1,2005,5,21
Errtime,Nelly Featuring Jung Tru & King Jacob,55,-,55,1,2005,5,28
Feel Good Inc,Gorillaz,74,-,74,1,2005,5,28
Let Me Hold You,Bow Wow Featuring Omarion,93,-,93,1,2005,5,28
How To Deal,Frankie J,94,-,94,1,2005,5,28
Must Be Nice,Lyfe Jennings,99,-,99,1,2005,5,28
If Something Should Happen,Darryl Worley,100,-,100,1,2005,5,28
As Good As I Once Was,Toby Keith,80,-,80,1,2005,6,4
Listen To Your Heart,D.H.T.,87,-,87,1,2005,6,4
Get It Poppin',Fat Joe Featuring Nelly,88,-,88,1,2005,6,4
Back Then,Mike Jones,91,-,91,1,2005,6,4
Keg In The Closet,Kenny Chesney,93,-,93,1,2005,6,4
Dreams,The Game,97,-,97,1,2005,6,4
Make Her Feel Good,Teairra Mari,98,-,98,1,2005,6,4
Pickin' Wildflowers,Keith Anderson,100,-,100,1,2005,6,4
Pimpin' All Over The World,Ludacris Featuring Bobby Valentino,81,-,81,1,2005,6,11
Mississippi Girl,Faith Hill,85,-,85,1,2005,6,11
Goodbye Time,Blake Shelton,95,-,95,1,2005,6,11
Pon de Replay,Rihanna,97,-,97,1,2005,6,11
Don't Ask Me How I Know,Bobby Pinson,99,-,99,1,2005,6,11
Ass Like That,Eminem,83,-,83,1,2005,6,18
ASAP,T.I.,84,-,84,1,2005,6,18
Energy,Natalie Featuring Baby Bash,87,-,87,1,2005,6,18
Like You,Daddy Yankee,99,-,99,1,2005,6,18
So Seductive,Tony Yayo Featuring 50 Cent,76,-,76,1,2005,6,25
Right Here,Staind,85,-,85,1,2005,6,25
Summer Nights,Lil Rob,94,-,94,1,2005,6,25
Pump It,The Black Eyed Peas,96,-,96,1,2005,6,25
Dem Boyz,Boyz N Da Hood,97,-,97,1,2005,6,25
Touch,Omarion,99,-,99,1,2005,6,25
Inside Your Heaven,Carrie Underwood,1,-,1,1,2005,7,2
Alcohol,Brad Paisley,89,-,89,1,2005,7,2
Don't Worry 'Bout A Thing,SHeDAISY,90,-,90,1,2005,7,2
Play Something Country,Brooks & Dunn,92,-,92,1,2005,7,2
"Sugar, We're Goin' Down",Fall Out Boy,93,-,93,1,2005,7,2
These Words,Natasha Bedingfield,100,-,100,1,2005,7,2
Inside Your Heaven,Bo Bice,2,-,2,1,2005,7,9
Go!,Common,84,-,84,1,2005,7,9
Playa's Only,R. Kelly Featuring The Game,90,-,90,1,2005,7,9
My Sister,Reba McEntire,96,-,96,1,2005,7,9
An Honest Mistake,The Bravery,97,-,97,1,2005,7,9
Helena (So Long & Goodnight),My Chemical Romance,98,-,98,1,2005,7,9
A Real Fine Place To Start,Sara Evans,99,-,99,1,2005,7,9
The Talkin' Song Repair Blues,Alan Jackson,100,-,100,1,2005,7,9
These Boots Are Made For Walkin',Jessica Simpson,33,-,33,1,2005,7,16
Tell Me,Bobby Valentino,85,-,85,1,2005,7,16
Cool,Gwen Stefani,86,-,86,1,2005,7,16
Do You Want Fries With That,Tim McGraw,90,-,90,1,2005,7,16
Help Somebody,Van Zant,91,-,91,1,2005,7,16
Badd,Ying Yang Twins Featuring Mike Jones & Mr. ColliPark,92,-,92,1,2005,7,16
Wordplay,Jason Mraz,96,-,96,1,2005,7,16
This Is How A Heart Breaks,Rob Thomas,98,-,98,1,2005,7,16
Gotta Getcha,Jermaine Dupri,100,-,100,1,2005,7,16
Sgt. Pepper's Lonely Hearts Club Band,Paul McCartney With U2,48,-,48,1,2005,7,23
Play,David Banner,90,-,90,1,2005,7,23
And Then What,Young Jeezy Featuring Mannie Fresh,91,-,91,1,2005,7,23
Notice Me,NB Ridaz Featuring Angelina,94,-,94,1,2005,7,23
Outta Control (Remix),50 Cent Featuring Mobb Deep,96,-,96,1,2005,7,23
Shake It Off,Mariah Carey,66,-,66,1,2005,7,30
Just The Girl,The Click Five,83,-,83,1,2005,7,30
Be My Escape,Relient K,88,-,88,1,2005,7,30
Gold Digger,Kanye West Featuring Jamie Foxx,92,-,92,1,2005,7,30
Welcome To Jamrock,Damian &quot;Jr. Gong&quot; Marley,96,-,96,1,2005,7,30
Somebody's Hero,Jamie O'Neal,99,-,99,1,2005,7,30
Remedy,Seether,100,-,100,1,2005,7,30
Like You,Bow Wow Featuring Ciara,63,-,63,1,2005,8,6
Dirty Little Secret,The All-American Rejects,87,-,87,1,2005,8,6
Your Body,Pretty Ricky,88,-,88,1,2005,8,6
I'm A King,P$C Featuring T.I. & Lil Scrappy,91,-,91,1,2005,8,6
Charlie Last Name: Wilson,Charlie Wilson,92,-,92,1,2005,8,6
Something To Be Proud Of,Montgomery Gentry,96,-,96,1,2005,8,6
Georgia Rain,Trisha Yearwood,97,-,97,1,2005,8,6
Wake Me Up When September Ends,Green Day,98,-,98,1,2005,8,6
Redneck Yacht Club,Craig Morgan,100,-,100,1,2005,8,6
Don't Lie,The Black Eyed Peas,81,-,81,1,2005,8,13
Gotta Make It,Trey Songz Featuring Twista,89,-,89,1,2005,8,13
Belly Dancer (Bananza),Akon,98,-,98,1,2005,8,13
Stay With Me (Brass Bed),Josh Gracin,99,-,99,1,2005,8,13
Hicktown,Jason Aldean,100,-,100,1,2005,8,13
Seasons Of Love,Cast Of Rent,68,-,68,1,2005,8,20
Axel F,Crazy Frog,80,-,80,1,2005,8,20
My Humps,The Black Eyed Peas,85,-,85,1,2005,8,20
All Jacked Up,Gretchen Wilson,97,-,97,1,2005,8,20
Girl,Beck,100,-,100,1,2005,8,20
Naked,Marques Houston,89,-,89,1,2005,8,27
Nada Es Para Siempre,Luis Fonsi,90,-,90,1,2005,8,27
Run It!,Chris Brown,92,-,92,1,2005,8,27
All These Things That I've Done,The Killers,95,-,95,1,2005,8,27
Sittin' Sidewayz,Paul Wall Featuring Big Pokey,98,-,98,1,2005,8,27
I'm Sprung,T-Pain,100,-,100,1,2005,8,27
Wake Up,Hilary Duff,29,-,29,1,2005,9,3
Soul Survivor,Young Jeezy Featuring Akon,83,-,83,1,2005,9,3
Just Want You To Know,Backstreet Boys,89,-,89,1,2005,9,3
Shake,Ying Yang Twins Featuring Pitbull,94,-,94,1,2005,9,3
Probably Wouldn't Be This Way,LeAnn Rimes,96,-,96,1,2005,9,3
Best I Ever Had,Gary Allan,98,-,98,1,2005,9,3
Because Of You,Kelly Clarkson,99,-,99,1,2005,9,3
Photograph,Nickelback,75,-,75,1,2005,9,10
Do You Want To,Franz Ferdinand,83,-,83,1,2005,9,10
Footprints,T.O.K.,97,-,97,1,2005,9,10
Better Life,Keith Urban,98,-,98,1,2005,9,10
Girl Tonite,Twista Featuring Trey Songz,100,-,100,1,2005,9,10
We Be Burnin',Sean Paul,88,-,88,1,2005,9,17
Outta Control,50 Cent,92,-,92,1,2005,9,17
More Than Words,Frankie J,94,-,94,1,2005,9,17
Doesn't Remind Me,Audioslave,95,-,95,1,2005,9,17
Boyfriend,Ashlee Simpson,71,-,71,1,2005,9,24
Skin (Sarabeth),Rascal Flatts,86,-,86,1,2005,9,24
If You Were Mine,Marcos Hernandez,89,-,89,1,2005,9,24
I Think They Like Me,"Dem Franchize Boyz Featuring Jermaine Dupri, Da Brat & Bow Wow",90,-,90,1,2005,9,24
Stay Fly,Three 6 Mafia Featuring Young Buck & Eightball & MJG,91,-,91,1,2005,9,24
You're Like Comin' Home,Lonestar,92,-,92,1,2005,9,24
Come A Little Closer,Dierks Bentley,98,-,98,1,2005,9,24
Lighters Up,Lil' Kim,100,-,100,1,2005,9,24
Unbreakable,Alicia Keys,61,-,61,1,2005,10,1
Stars,Switchfoot,69,-,69,1,2005,10,1
Fix You,Coldplay,77,-,77,1,2005,10,1
Good Is Good,Sheryl Crow,88,-,88,1,2005,10,1
Who Did You Think I Was,John Mayer Trio,92,-,92,1,2005,10,1
Good Times,Tommy Lee,95,-,95,1,2005,10,1
I'm Feeling You,Santana Featuring Michelle Branch & The Wreckers,96,-,96,1,2005,10,1
Laffy Taffy,D4L,98,-,98,1,2005,10,1
Better Days,Goo Goo Dolls,57,-,57,1,2005,10,8
Have A Nice Day,Bon Jovi,58,-,58,1,2005,10,8
Who You'd Be Today,Kenny Chesney,64,-,64,1,2005,10,8
One Wish,Ray J,84,-,84,1,2005,10,8
I Should Have Cheated,Keyshia Cole,85,-,85,1,2005,10,8
Here We Go,Trina Featuring Kelly Rowland,92,-,92,1,2005,10,8
Shine On,Ryan Cabrera,94,-,94,1,2005,10,8
Stricken,Disturbed,96,-,96,1,2005,10,8
Like We Never Loved At All,Faith Hill,97,-,97,1,2005,10,8
Billy's Got His Beer Goggles On,Neal McCoy,98,-,98,1,2005,10,8
Soul Meets Body,Death Cab For Cutie,100,-,100,1,2005,10,8
There It Go! (The Whistle Song),Juelz Santana,88,-,88,1,2005,10,15
Big Blue Note,Toby Keith,94,-,94,1,2005,10,15
Tequila Makes Her Clothes Fall Off,Joe Nichols,96,-,96,1,2005,10,15
Twisted Transistor,Korn,97,-,97,1,2005,10,15
I Don't Care,Ricky Martin Featuring Fat Joe & Amerie,98,-,98,1,2005,10,15
Presidential,YoungBloodZ,99,-,99,1,2005,10,15
Pretty Vegas,INXS,37,-,37,1,2005,10,22
Don't Forget About Us,Mariah Carey,81,-,81,1,2005,10,22
Stickwitu,The Pussycat Dolls,85,-,85,1,2005,10,22
Good Ride Cowboy,Garth Brooks,93,-,93,1,2005,10,22
If It's Lovin' That You Want,Rihanna,96,-,96,1,2005,10,22
Juicebox,The Strokes,98,-,98,1,2005,10,22
Must Be Doin' Somethin' Right,Billy Currington,100,-,100,1,2005,10,22
