year,title,artist,peak_pos,last_pos,weeks,rank,change,spotify_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
2014,Happy,pharrell williams,1,37,47,50,-13,7kyC8L1OaQTCiGUaRr66Tf,0.855,0.155,159.87,0.1,0.79,0,4,0.584,5,232578,-2.874,0.807,0
2010,Happy Days Are Here Again / Get Happy,glee cast,48,0,1,48,New,5DgxTGP8I4FCCrocNr4ItE,0.362,0.0701,68.789,0.0303,0.845,0,4,0.36,8,135747,-6.624,0.219,1
2014,Happy Little Pill,troye sivan,92,0,1,92,New,1oszxWJ3DiAICVbcjhOLF9,0.593,0.114,91.703,0.0375,0.000848,2.09E-06,4,0.567,4,224874,-7.127,0.0398,0
2004,Happy People,r. kelly,19,76,20,86,-10,2Yl7SDknGJhEilkCbNImQH,0.617,0.1,97.024,0.0873,0.0904,0,4,0.764,5,364133,-6.005,0.835,0
2005,Happy?,mudvayne,89,100,4,100,0,0INUE1K7cEiE8VH63Rv5RJ,0.971,0.275,100.078,0.0965,0.000823,2.11E-05,4,0.546,5,216427,-2.661,0.383,0
2009,Hard,rihanna,8,80,20,19,61,3XcCfweqtfMbZNbM7Mq0gg,0.767,0.709,121.381,0.0578,0.0133,0,5,0.42,1,250600,-3.595,0.158,1
2017,Hard Times,paramore,90,0,1,90,New,0w5Bdu51Ka25Pf3hojsKHh,0.818,0.0219,119.965,0.0334,0.00647,4.87E-06,4,0.695,5,182693,-5.379,0.916,0
2012,Hard To Love,lee brice,27,34,23,45,-11,6E9V9TRlVOLjenGjHemzEH,0.722,0.189,103.017,0.0332,0.0119,0.00808,4,0.638,9,224293,-6.177,0.469,1
2018,Hardaway,Derez De'Shon,61,84,11,100,-16,4hxfqUojJ5u9SyAjiXevmy,0.518,0.146,132.527,0.188,0.118,0,4,0.537,1,236032,-5.987,0.427,1
2004,Harder To Breathe,maroon 5,18,49,22,50,-1,2RjpDxBii8EvC6p6wxwCSz,0.902,0.046,149.808,0.054,0.0615,0,4,0.661,1,173693,-4.76,0.964,0
2013,Harlem Shake,baauer,1,64,20,70,-6,2eP6GhdRE1Ydnw2uXzo7q8,0.794,0.416,137.825,0.0483,0.0111,0.00182,4,0.452,0,196664,-5.151,0.282,1
2016,Hasta El Amanecer,nicky jam,85,95,3,89,6,4wFHfY9IILHLNwakPuFogD,0.608,0.0855,94,0.0381,0.283,0,4,0.837,6,197213,-6.046,0.582,0
2007,Hate (I Really Don't Like You),plain white t's,68,0,6,100,Re-Entry,4EY2WMGmAGAcCXGwqU616f,0.809,0.12,161.983,0.0336,0.00161,0,4,0.449,1,225960,-4.574,0.611,0
2005,Hate It Or Love It,the game,2,35,23,47,-12,2wGSgTmgSF3xjRrHkTc25R,0.785,0.123,99.975,0.204,0.122,0,4,0.807,9,206400,-4.947,0.424,1
2006,Hate Me,blue october,31,37,28,49,-12,1tL40tfdtUaSLek4DvDDr3,0.685,0.098,92.166,0.0356,0.513,0,4,0.384,4,380200,-5.724,0.202,0
2011,Hate Sleeping Alone,drake,67,0,1,67,New,4Qp8l4zIJYQEoacaU59vR6,0.203,0.0937,156.014,0.0797,0.571,0.84,4,0.729,6,212898,-14.324,0.295,0
2008,Hate That I Love You,rihanna,7,37,26,48,-11,7iu0WYLdo4yksKf3seaxzI,0.719,0.114,93.973,0.0852,0.305,0,4,0.637,8,218947,-5.443,0.741,1
2002,Hate To Say I Told You So,the hives,86,95,11,91,4,0dcJ1SsbTmAvC3ZVvUYMIy,0.9,0.47,135.861,0.0578,0.00114,0.00596,4,0.447,5,199733,-6.741,0.39,1
2017,Hate U Love U,olivia o'brien,99,0,1,99,New,6ATgDc6e4sPn84hvJsAmPt,0.398,0.0962,180.293,0.183,0.71,0,4,0.401,6,175467,-8.993,0.265,0
2011,Haunted,taylor swift,63,0,2,98,Re-Entry,28M2gifMU282QBM3fKajIS,0.937,0.151,161.944,0.0578,0.108,0,4,0.424,5,242080,-2.464,0.395,1
2017,Havana,camila cabello,2,2,17,3,-1,1rfofaqEpACxVEHIZBJe6W,0.523,0.132,104.988,0.03,0.184,3.56E-05,4,0.765,2,217307,-4.333,0.394,1
2006,Have A Nice Day,bon jovi,53,85,15,90,-5,0mQ9Q9ntfDTecrr9IuUNzk,0.907,0.318,130.046,0.0666,2.61E-05,0.000528,4,0.492,4,228920,-3.537,0.566,1
2003,Have You Forgotten?,darryl worley,22,86,20,94,-8,5JWuz7zukN8z9JLNm29U5K,0.61,0.117,160.225,0.0354,0.053,0,4,0.466,7,242293,-5.937,0.366,1
2014,Have Yourself A Merry Little Christmas,sam smith,90,0,1,90,New,1Qi2wh8fFgDV7tl4Sj3f2K,0.181,0.317,145.512,0.0416,0.953,0,4,0.399,5,170964,-9.409,0.318,1
2009,Haven't Met You Yet,michael buble,24,69,44,87,-18,4fIWvT19w9PR0VVBuPYpWA,0.733,0.109,122.58,0.0335,0.152,0,4,0.615,8,244587,-4.808,0.796,1
2000,He Can't Love U,jagged edge,15,69,20,77,-8,3VEZvzr84WVnoorZ4tlBSw,0.836,0.235,126.279,0.206,0.112,0,4,0.721,8,244053,-3.972,0.508,0
2009,He Could Be The One,hannah montana,10,71,5,96,-25,07HPV6hzecJmMJwsIX8YVU,0.883,0.418,125.952,0.0317,0.00178,0,4,0.601,4,180800,-3.914,0.612,1
2000,He Didn't Have To Be,brad paisley,30,68,20,67,1,1LONTBZZRxDVx4wEvdcCLd,0.443,0.123,72.888,0.0282,0.105,7.97E-06,4,0.476,9,282227,-7.563,0.165,1
2005,He Gets That From Me,reba mcentire,59,72,12,81,-9,6vLwmUlaL3GCFbZ5ZQlo6N,0.336,0.119,143.82,0.0325,0.625,2.09E-05,4,0.646,10,218307,-12.163,0.539,1
2003,He Is,heather headley,90,96,13,97,-1,0wbjaq0ygWpciF4QPGrhcZ,0.767,0.0554,75.027,0.176,0.0849,0,4,0.609,1,226893,-4.663,0.624,1
2001,He Loves U Not,dream,2,38,28,46,-8,1WmQRsskLjWq8GI3htHRsq,0.642,0.153,155.96,0.0796,0.0426,5.06E-05,4,0.736,5,224438,-13.331,0.698,0
2008,He Said She Said,ashley tisdale,58,83,8,83,0,0jTTjg6q4jsd2RhuHwTvLj,0.709,0.267,114.966,0.103,0.0966,0,4,0.694,7,188000,-6.205,0.566,0
2000,He Wasn't Man Enough,toni braxton,2,41,37,48,-7,7f1Dmr246cJ9uQYdbplTbh,0.947,0.326,88.009,0.0412,0.00947,2.99E-05,4,0.739,11,261933,-1.915,0.763,0
2016,Head Over Boots,jon pardi,51,59,24,53,6,1R9FxlRkvKtt36dtTHs93X,0.669,0.103,108.078,0.0237,0.0919,0,4,0.637,7,205120,-4.608,0.638,1
2014,HeadBand,b.o.b,53,60,29,53,7,6gf1xlPETW9CwjsdnUzW3g,0.472,0.068,97.463,0.333,0.166,0,4,0.92,1,219833,-7.941,0.308,1
2008,Headfirst Slide Into Cooperstown On A Bad Bet,fall out boy,74,0,1,74,New,5qiG5FhrnE7dl0ZxhKc3My,0.748,0.391,120.069,0.0326,0.0107,1.27E-06,4,0.606,2,234493,-4.207,0.584,0
2014,Headlights,eminem,45,0,8,45,Re-Entry,222dTwr5XeEgAzEtsrQA0R,0.793,0.833,146.688,0.141,0.16,0,4,0.686,11,343032,-3.659,0.464,1
2012,Headlines,drake,13,33,25,36,-3,6RGvWCHTS6BC46TsMyN0WM,0.571,0.0908,152.009,0.106,0.369,0.000197,4,0.662,6,236733,-7.382,0.433,0
2007,Headlines (Friendship Never Ends),spice girls,90,0,1,90,New,2WQlUzeuI61UvGl7IptTEo,0.629,0.292,144.002,0.0273,0.0942,0,4,0.543,1,210520,-9.017,0.589,1
2013,"Heads Carolina, Tails California",danielle bradbery,91,0,1,91,New,6UYC3YUfCZzoaEbtyNxTPp,0.866,0.104,136.958,0.041,0.0476,4.93E-06,4,0.601,4,208840,-4.415,0.558,1
2004,Headsprung,ll cool j,16,52,20,69,-17,5TYjciaQdJjiR92SKf0n9h,0.795,0.0807,199.828,0.0413,0.0109,3.40E-05,4,0.575,0,267320,-5.699,0.449,1
2004,Headstrong,trapt,16,47,43,50,-3,6IZhXLv4Ms2QwcYrtWdlWJ,0.841,0.14,184.153,0.0542,0.0158,2.49E-06,4,0.456,4,263700,-5.338,0.486,0
2006,Heard 'Em Say,kanye west,26,71,16,91,-20,6yIjtVtnOBeC8SwdVHzAuF,0.702,0.124,94.857,0.181,0.055,0.0394,4,0.736,7,203733,-8.437,0.569,0
2001,Heard It All Before,sunshine anderson,18,58,20,69,-11,0xikWgPgYN9BEes0ieZ8Co,0.925,0.095,96.953,0.222,0.0611,0,4,0.698,3,295827,-4.209,0.676,0
2013,Heart Attack,demi lovato,10,48,20,60,-12,7ukQvPuGUBZt88WveKBGAD,0.765,0.275,173.945,0.0877,0.0806,0,4,0.506,8,211533,-4.772,0.551,1
2014,Heart Attack,enrique iglesias,88,0,2,88,Re-Entry,1LFTddejtReeS6LKQUnLgc,0.902,0.365,153.963,0.111,0.0748,0,4,0.463,4,170613,-4.017,0.395,1
2012,Heart Attack,trey songz,35,42,26,50,-8,1J36RjF8Mx8Yp2QWvFSPmv,0.854,0.2,149.872,0.166,0.0683,0,4,0.607,8,235159,-4.867,0.507,0
2011,Heart Like Mine,miranda lambert,44,88,20,91,-3,4EDeBzhZMcHEx7A8IcDiaL,0.844,0.124,155.066,0.0381,0.0642,1.42E-06,4,0.437,8,177867,-3.394,0.493,1
2012,Heart Skips A Beat,olly murs,96,96,2,96,0,7n1rlCbUebjGfgV2BycDnh,0.911,0.0717,110.597,0.0521,0.142,0,4,0.767,9,201667,-2.883,0.92,1
2017,Heartache On The Dance Floor,jon pardi,47,95,18,92,3,0w3Q14i073jLoew1hgJkwD,0.824,0.0861,116.005,0.0458,0.0617,0,4,0.594,9,205200,-4.252,0.671,1
2016,Heartbeat,carrie underwood,42,80,14,95,-15,37K6984YTvqKbtj8fct4K5,0.766,0.0903,139.999,0.05,0.606,0,4,0.54,1,209920,-4.478,0.435,1
2012,Heartbeat,the fray,42,42,18,65,-23,2atYprr9JsQaLynGhrWhld,0.821,0.161,144.46,0.0334,0.000594,9.46E-05,4,0.458,9,220693,-5.076,0.323,1
2015,Heartbeat Song,kelly clarkson,21,71,20,72,-1,53b7YqVw2Vc1oRrYeOm7z7,0.791,0.0645,149.093,0.0505,0.012,0,4,0.5,6,198693,-3.711,0.444,1
2009,Heartbreak Warfare,john mayer,34,0,20,100,Re-Entry,4gs07VlJST4bdxGbBsXVue,0.554,0.299,97.031,0.0225,0.191,0.00131,4,0.624,2,269720,-8.113,0.311,1
2013,Heartbreaker,justin bieber,13,77,2,13,64,2c37unpDxvQveB8xoa4ESI,0.691,0.0844,128.03,0.0382,0.00306,0,4,0.719,1,211345,-5.366,0.573,0
2000,Heartbreaker,mariah carey,1,66,20,61,5,0jsANwwkkHyyeNyuTFq2XO,0.816,0.349,200.031,0.37,0.384,0,4,0.524,1,285707,-5.872,0.789,1
2011,Heartless,dia frampton,57,82,4,86,-4,3ppesyHQuwXBOaEsoDcwuH,0.837,0.189,156.105,0.0511,0.329,0,4,0.459,8,208307,-5.605,0.597,1
2009,Heartless,kanye west,2,48,30,51,-3,5h9pB5af60LWJBrG1HCHsU,0.635,0.266,87.99,0.117,0.0457,0,4,0.787,6,211000,-6.277,0.598,1
2009,Heartless,kris allen,16,33,3,84,-51,4gwDrsXJPXfCAYFbpUjeCW,0.747,0.141,94.954,0.052,0.133,0,4,0.577,10,222333,-4.675,0.502,0
2009,Heartless,the fray,79,0,1,79,New,0DU2iZx61j4QCsjEJQHeS8,0.662,0.122,81.79,0.0795,0.655,0,4,0.483,9,254800,-7.875,0.447,1
2017,Hearts Don't Break Around Here,ed sheeran,93,0,1,93,New,2dfHh7ECGxfNqZTQno09Vk,0.366,0.162,105.177,0.0267,0.719,0,3,0.604,7,248413,-7.881,0.181,1
2017,Heathens,twenty one pilots,2,44,39,45,-1,6i0V12jOa3mr6uu4WYhUBr,0.396,0.105,90.024,0.0286,0.0841,3.58E-05,4,0.732,4,195920,-9.348,0.548,0
2017,Heatstroke,calvin harris,96,0,1,96,New,1N90cV79gbBgO0bOs74Y0t,0.735,0.176,110.124,0.0495,0.362,0,4,0.786,0,229640,-4.502,0.747,0
2002,Heaven,dj sammy,8,42,27,43,-1,0KT6DLAELYSbgfUemzwGPX,0.942,0.152,137.972,0.0518,0.00107,0.000393,4,0.565,8,235000,-6.821,0.569,1
2014,Heaven,jake worthington,98,0,1,98,New,3wvfuyGNtR7ySfRkhtXtO9,0.398,0.115,69.979,0.0262,0.0492,0,4,0.394,9,243693,-13.874,0.357,0
2017,Heaven,kane brown,72,0,1,72,New,1HXy5I3HTWq8OvxCn0z7G7,0.556,0.105,80.009,0.0306,0.263,0,4,0.677,9,179507,-6.544,0.521,1
2004,Heaven,live,59,97,20,97,0,3v5cS4gKxpJqxUu4wz3DvG,0.815,0.0798,184.923,0.0388,0.000617,0,4,0.392,8,226080,-5.686,0.365,1
2004,Heaven,los lonely boys,16,32,30,42,-10,2mQ1RBK7s87mdPCzh97RSH,0.862,0.0824,91.91,0.0679,0.378,4.19E-06,4,0.664,6,227347,-5.403,0.782,1
2008,Heaven Sent,keyshia cole,28,67,20,72,-5,2E90KUsor4U2abOJGFKtfx,0.728,0.0776,78.427,0.0524,0.074,0,4,0.538,2,232880,-3.663,0.437,0
2017,Heavy,linkin park,45,45,19,96,-51,104buTcnP2AsxqB7U1FIZ4,0.671,0.0604,149.982,0.0706,0.0484,0,4,0.59,9,169801,-6.098,0.438,1
2017,Heavy Heart,meek mill,99,0,1,99,New,1QiwdLAzAnzmiwvoGMXM7b,0.695,0.0942,73.031,0.443,0.239,0,3,0.472,10,250467,-5.008,0.351,0
2005,Helena (So Long & Goodnight),my chemical romance,33,80,16,87,-7,5dTHtzHFPyi8TlTtzoz1J9,0.96,0.209,125.921,0.104,0.0142,0,4,0.356,4,204733,-3.487,0.0857,1
2017,Helium,sia,71,0,1,71,New,2ludbmtPoyCPe2K08fAlFl,0.587,0.2,136.915,0.035,0.0977,0,4,0.542,4,237372,-6.145,0.243,1
2010,Hell Breaks Loose,eminem,29,0,1,29,Hot Shot Debut,0FXfAepEmqVCMnvOpb8Hoj,0.884,0.105,79.903,0.188,0.123,0,4,0.685,6,244160,-3.072,0.902,1
2009,Hell Of A Life,t.i.,54,54,2,93,-39,61RKa8fRwmlyGgpEVoXsyT,0.87,0.251,164.947,0.0348,0.0296,0,4,0.547,1,257600,-2.82,0.271,1
2015,Hell Of A Night,dustin lynch,55,65,16,80,-15,30wEpY339lJXMEP7gDTypY,0.797,0.297,85.054,0.0402,0.00472,0,4,0.499,2,190427,-4.845,0.591,1
2011,Hell On Heels,pistol annies,55,86,3,97,-11,0sgnJ5LFjEy2IuQ99NEZ1C,0.547,0.118,132.226,0.0406,0.177,3.78E-05,4,0.655,6,194387,-5.829,0.383,1
2010,Hell On The Heart,eric church,67,79,12,91,-12,5XcMzuskwO305UC7RBm9Zu,0.89,0.0892,123.002,0.0312,0.0832,1.90E-06,4,0.637,0,164733,-3.877,0.928,1
2011,Hell To The No,glee cast,53,0,1,53,New,27mRuNDEh0NV6fcgMcm6CF,0.952,0.0619,131.96,0.135,0.0272,0.00721,4,0.703,7,184853,-3.079,0.906,1
2003,Hell Yeah,ginuwine,17,90,20,93,-3,1p149YJfXkHkSzYp4UZUxV,0.714,0.564,87.98,0.355,0.0272,0,4,0.631,5,338733,-7.259,0.653,0
2004,Hell Yeah,montgomery gentry,45,96,20,99,-3,4nllHILOTFjoMo5RD8IciY,0.871,0.285,173.569,0.0584,0.019,1.35E-06,4,0.367,0,290653,-6.654,0.65,1
2002,Hella Good,no doubt,13,47,20,53,-6,1CsUH29MaAIMbfGh4FEG4w,0.684,0.0851,115.141,0.0346,0.0188,0.015,4,0.783,8,242253,-4.076,0.822,1
2016,Hello,adele,1,27,26,36,-9,1MDoll6jK4rrk2BcFRP5i7,0.431,0.0854,157.98,0.0342,0.329,0,4,0.471,5,295502,-6.129,0.289,0
2008,Hello,david cook,73,0,1,73,New,0KlTTi4DXQy3AnB7cyIN1T,0.803,0.0542,98.214,0.031,0.0946,3.07E-06,4,0.688,9,137893,-7.921,0.955,1
2010,Hello,glee cast,35,0,1,35,New,09MQwsUkzi29VEQLsUBSvX,0.3,0.117,121.766,0.0335,0.812,0,4,0.586,7,206040,-9.517,0.319,0
2012,Hello,karmin,62,77,8,97,-20,7jO1boY6qwRjeu0EBtvDuu,0.919,0.123,127.916,0.171,0.166,0,4,0.658,5,237547,-2.455,0.516,1
2011,Hello,martin solveig,46,64,20,62,2,4Ch7K8Ud1pS2uB3Xa1zjOq,0.941,0.0455,127.993,0.0315,0.0284,0.0196,4,0.668,3,281390,-4.19,0.465,1
2016,Hello Friday,flo rida,79,0,1,79,New,2UIRHeHi72VP5WBMAfkPe5,0.881,0.298,99.98,0.113,0.0188,3.65E-06,4,0.768,9,201238,-4.392,0.502,0
2010,Hello Good Morning,diddy - dirty money,27,74,20,72,2,2uAbEJGrLecIbkW9p3OqQl,0.874,0.295,104.016,0.242,0.0915,0,4,0.75,2,217267,-4.831,0.552,1
2010,Hello Goodbye,glee cast,49,0,1,49,New,66MibHybwVbdo65IOZIj97,0.757,0.102,101.067,0.0326,0.081,0,4,0.464,0,209387,-5.455,0.227,1
2014,Hello Kitty,avril lavigne,75,0,1,75,Hot Shot Debut,40NOI5V57KUAxMhGxXFNXH,0.79,0.662,127.982,0.0845,0.00186,8.01E-05,4,0.754,11,196240,-6.773,0.551,0
2005,Hello Tomorrow,squeak e. clean,85,0,1,85,New,6YU50PnvwrjNjPE20GzTNk,0.208,0.0672,96.914,0.0399,0.312,0.382,4,0.66,9,131080,-16.925,0.182,0
2011,Hello World,lady antebellum,58,62,20,69,-7,2zdltIgwTAWGXHHJGTPKqv,0.531,0.0835,111.079,0.0297,0.0555,0.00106,4,0.427,8,326107,-6.985,0.145,1
2010,"Hello, I Love You",glee cast,66,0,1,66,New,0tcdQZ9FvxZ2Uk0S7QN7yK,0.856,0.238,117.109,0.078,5.31E-05,0.000693,4,0.375,11,139760,-6.113,0.672,0
2014,Helluva Life,frankie ballard,51,86,20,95,-9,4UZ3y1J3Yg6BiMZqrsdMtf,0.76,0.144,134.015,0.0277,0.0676,0,4,0.564,6,231693,-5.667,0.528,1
2013,Helluva Night,ludacris,96,0,1,96,New,0flKDWZq11997Fb2ptkQvu,0.524,0.108,97.514,0.0906,0.0277,0,4,0.736,2,200387,-8.011,0.366,1
2011,Help Is On The Way,rise against,89,0,1,89,New,09jPXOz0LS0kpqmkQRaFPO,0.953,0.0406,108.04,0.0739,0.000183,0.00186,4,0.347,7,237480,-3.564,0.646,0
2002,Help Me Understand,trace adkins,80,81,4,90,-9,3MsdchKNo9GeBYnVOktVh0,0.514,0.215,129.855,0.0276,0.67,8.02E-05,4,0.507,7,230827,-5.908,0.276,1
2003,Help Pour Out The Rain (Lacey's Song),buddy jewell,29,69,20,78,-9,4xWIqUIlfrusaaygS9RQsR,0.562,0.0994,75.035,0.0339,0.263,0,4,0.565,0,229093,-7.43,0.652,1
2005,Help Somebody,van zant,66,71,11,93,-22,4Bt4QcQ5BxzzspvFLKvbB9,0.659,0.128,158.112,0.0323,0.00117,7.35E-06,4,0.499,7,253453,-5.727,0.411,1
2001,Hemorrhage (In My Hands),fuel,30,42,22,47,-5,3E8eSqBoqLs8ELbrK3NJHs,0.829,0.217,152.135,0.0422,0.000142,0.00077,4,0.315,1,237347,-4.117,0.34,1
2009,Her Diamonds,rob thomas,23,56,20,61,-5,3LtwmK1OfN0dGs9jf3qSjn,0.924,0.075,87.606,0.0604,0.0159,0,4,0.555,7,280000,-4.93,0.865,1
2016,Here,alessia cara,5,39,34,47,-8,0yKXxMgfRpYzVeIbPZss5B,0.816,0.0649,119.587,0.09,0.0867,0,4,0.382,0,200226,-3.957,0.34,1
2009,Here,rascal flatts,50,73,17,95,-22,5YSW99IUAIiAj243jF7PBO,0.596,0.147,145.977,0.0356,0.407,0,4,0.425,2,242750,-5.909,0.214,1
2007,Here (In Your Arms),hellogoodbye,14,47,21,47,0,4z1gmF4S1YsTj1pxiU47Qx,0.621,0.253,126.028,0.0386,0.213,0.00208,4,0.706,5,240547,-6.797,0.785,1
2009,Here Comes Goodbye,rascal flatts,11,86,16,91,-5,5YSW99IUAIiAj243jF7PBO,0.596,0.147,145.977,0.0356,0.407,0,4,0.425,2,242750,-5.909,0.214,1
2011,Here For A Good Time,george strait,46,77,20,91,-14,23CzqFXnFgaJo2L9vJXWHN,0.726,0.106,127.908,0.0428,0.0989,9.10E-06,4,0.589,6,182120,-8.665,0.591,1
2004,Here For The Party,gretchen wilson,39,95,17,100,-5,0SuzUhWAgStNIMZR4jEGgk,0.717,0.904,123.988,0.0279,0.0127,1.22E-05,4,0.656,0,196760,-4.871,0.809,1
2008,Here I Am,rick ross,41,72,14,96,-24,67yGTWcR72BZvsrSS2dHST,0.735,0.0703,109.851,0.144,0.224,0,4,0.749,10,209547,-5.726,0.475,0
2002,Here Is Gone,goo goo dolls,18,79,20,80,-1,7p1PhtGLjq0ISncRXBHqXY,0.74,0.107,102.124,0.0318,0.000502,0.00144,4,0.351,1,238333,-3.432,0.218,1
2002,Here Is Gone,the goo goo dolls,19,19,8,19,0,7p1PhtGLjq0ISncRXBHqXY,0.74,0.107,102.124,0.0318,0.000502,0.00144,4,0.351,1,238333,-3.432,0.218,1
2007,Here It Goes Again,ok go,38,49,20,58,-9,1pHP4JeQV9wDx87D6qH9hD,0.882,0.12,145.729,0.0403,0.000342,9.06E-05,4,0.537,0,179813,-2.306,0.81,1
2002,Here To Stay,korn,72,100,12,100,0,5Ler34ZubbAlh2O6FY2BBD,0.948,0.35,100.013,0.0425,7.19E-06,0.771,4,0.567,2,270813,-5.263,0.358,1
2006,Here We Go,trina,17,68,20,77,-9,15sJZaf5FgWNDss5E5Rs7s,0.478,0.0997,128.047,0.112,0.619,0,4,0.811,8,230973,-7.169,0.668,1
2009,Here We Go Again,demi lovato,15,87,9,89,-2,33RJ3P6wc0B0FIyDalhNTv,0.922,0.214,142.038,0.0365,0.00423,0,4,0.587,5,226253,-5.22,0.667,1
2004,Here Without You,3 doors down,5,45,51,50,-5,3NLrRZoMF0Lx6zTlYqeIo4,0.55,0.134,144.018,0.0248,0.0537,0,4,0.536,10,238560,-6.733,0.234,0
2013,Here's To Never Growing Up,avril lavigne,20,78,15,94,-16,0rqCCH30sxXPlMYoo2mk2A,0.871,0.415,164.986,0.101,0.015,0,4,0.483,0,214080,-3.084,0.716,1
2001,Here's To The Night,eve 6,30,67,20,79,-12,4tgeQrPu5xkrnwErym2JsJ,0.652,0.0781,97.469,0.0244,0.0405,0.000378,4,0.583,7,249840,-6.255,0.352,1
2012,Here's To Us,glee cast,73,0,1,73,New,7AP9xmp8mue0sn7jAHviSk,0.867,0.238,80.123,0.0393,0.00176,0,4,0.418,11,180880,-3.844,0.433,1
2002,Hero,chad kroeger,3,38,22,45,-7,4CbKVDZkYKdv69I4bCaKUq,0.967,0.336,142.018,0.0995,0.00791,0,4,0.533,1,186813,-2.543,0.782,1
2010,Hero,christopher wilde,57,0,1,57,Hot Shot Debut,6gsyzNWOSOWSiRgSOuKLgp,0.894,0.108,93.037,0.0813,0.0298,0,4,0.46,3,197493,-4.638,0.6,1
2002,Hero,enrique iglesias,3,50,34,50,0,1PAgmT6YqGhd6zT9kN9gIo,0.641,0.108,77.281,0.0504,0.136,8.40E-06,4,0.346,7,264240,-5.627,0.159,1
2008,Hero,nas,97,0,1,97,New,1tF62PhPh2RMVIhXMRcBYv,0.917,0.257,94.964,0.123,0.00115,0,4,0.682,7,241813,-4.841,0.364,1
2008,Hero/Heroine,boys like girls,43,74,17,86,-12,1AnesEZjtNHT7Nr2Y4BuNR,0.904,0.686,163.929,0.102,0.02,4.49E-06,4,0.422,0,232240,-4.531,0.32,1
2017,Heroe Favorito,romeo santos,77,0,1,77,New,6BdAwMv1YorLfkBWlE493X,0.655,0.135,128.038,0.0485,0.659,0,4,0.799,1,239824,-6.34,0.82,1
2015,Heroes (We Could Be),alesso,31,56,20,62,-6,5vLOVP3M0Vg2FaYJnUcrvm,0.746,0.196,125.907,0.0671,0.0269,0,4,0.527,5,209867,-4.067,0.38,1
2010,Hey,lil jon,62,70,2,62,8,5l9D0ugfAeQ6cgiYb2ay65,0.782,0.133,132.034,0.0657,0.000573,1.75E-06,4,0.682,10,215173,-3.555,0.52,0
2009,Hey,mitchel musso,70,70,2,82,-12,7zKObGlclVsHMwOG0Q3wYO,0.77,0.0838,183.945,0.0386,0.0111,0,4,0.404,1,181227,-3.16,0.819,1
2002,Hey Baby,no doubt,5,44,20,49,-5,0ySdXfvOy7zCc59yz2Dx8q,0.875,0.27,187.466,0.253,0.0722,0,4,0.594,11,206760,-3.972,0.782,0
2011,Hey Baby (Drop It To The Floor),pitbull,7,35,31,41,-6,3rfhI32Il2hVRKDkuGeeen,0.913,0.259,128.021,0.0884,0.0435,0,4,0.595,10,234453,-3.428,0.762,0
2014,Hey Brother,avicii,16,37,23,45,-8,3zKST4nk4QJE77oLjUZ0Ng,0.78,0.0828,125.014,0.0436,0.0309,4.64E-05,4,0.545,7,255093,-4.867,0.458,0
2010,Hey Daddy (Daddy's Home),usher,24,46,21,49,-3,030OCtLMrljNhp8OWHBWW3,0.698,0.107,95.975,0.0286,0.000176,0,4,0.59,11,224093,-4.262,0.352,1
2013,Hey Girl,billy currington,39,42,21,44,-2,2UNc0duOP4cS7gqYFFkwxT,0.679,0.0725,164.011,0.0314,0.014,0,4,0.473,6,200560,-5.293,0.625,1
2004,Hey Good Lookin',jimmy buffett,63,87,11,99,-12,0Ll7dPZrNed81D1JkDw0s8,0.812,0.124,141.495,0.0275,0.195,0.0876,4,0.646,9,189010,-9.101,0.962,1
2002,Hey Luv (Anything),mobb deep,58,87,15,94,-7,4zKmKUes1vLQJqrC9l0Wbm,0.675,0.0689,99.022,0.17,0.137,0,4,0.836,7,236787,-5.281,0.624,1
2003,Hey Ma,cam'ron,3,34,21,40,-6,0Uhnzk5zI46IRlQ04LNOtc,0.667,0.0856,180.627,0.406,0.0306,6.02E-06,4,0.722,8,232533,-5.737,0.915,1
2004,Hey Mama,black eyed peas,23,77,20,76,1,4yJW5PPhdJufUL7Cc51JPZ,0.877,0.592,100.179,0.24,0.0949,1.61E-06,4,0.864,4,214893,-6.329,0.915,0
2015,Hey Mama,david guetta,8,35,24,43,-8,5b2bu6yyATC1zMXDGScJ2d,0.73,0.325,85.979,0.151,0.24,0,4,0.596,9,192560,-4.091,0.525,1
2004,Hey Now (Mean Muggin),xzibit,93,96,4,94,2,2RO7QGLv6SdclxvsdUOJea,0.925,0.167,197.869,0.295,0.0975,9.08E-06,4,0.672,5,261413,-6.246,0.667,1
2000,Hey Papi,jay-z,76,88,15,94,-6,5RpSXFipAX2W6zo4HnHScn,0.876,0.126,158.041,0.339,0.0483,0.000774,4,0.777,1,268693,-5.362,0.887,0
2013,Hey Porsche,nelly,42,63,4,83,-20,6MhGq8IlmVQXpl6YYKZqYN,0.819,0.761,115.982,0.029,0.147,0,4,0.729,9,209453,-4.162,0.946,1
2013,Hey Pretty Girl,kip moore,41,42,20,53,-11,75p6fgACKYIyIhsoG411SZ,0.4,0.259,83.112,0.0306,0.145,1.86E-05,1,0.291,2,215920,-10.615,0.0935,1
2008,Hey Stephen,taylor swift,94,0,1,94,New,6wcFdMmiDscAhZJrcVFumx,0.539,0.107,115.972,0.0306,0.161,0,4,0.834,6,254320,-7.279,0.785,1
