Track,Artist,Position,Peak,Last,Weeks,Year,Month,Week
Who Dat Boy,"Tyler, The Creator",87.0,87.0,-,1.0,2017.0,7.0,22.0
Heartache On The Dance Floor,Jon Pardi,89.0,89.0,-,1.0,2017.0,7.0,22.0
Extra Luv,Future Featuring YG,99.0,99.0,-,1.0,2017.0,7.0,22.0
The Story Of O.J.,JAY-Z,23.0,23.0,-,1.0,2017.0,7.0,29.0
Praying,Kesha,25.0,25.0,-,1.0,2017.0,7.0,29.0
Bank Account,21 Savage,33.0,33.0,-,1.0,2017.0,7.0,29.0
4:44,JAY-Z,35.0,35.0,-,1.0,2017.0,7.0,29.0
Bam,JAY-Z Featuring Damian &quot;Jr. Gong&quot; Marely,47.0,47.0,-,1.0,2017.0,7.0,29.0
Family Feud,JAY-Z Featuring Beyonce,51.0,51.0,-,1.0,2017.0,7.0,29.0
Sorry Not Sorry,Demi Lovato,52.0,52.0,-,1.0,2017.0,7.0,29.0
Kill Jay Z,JAY-Z,55.0,55.0,-,1.0,2017.0,7.0,29.0
Smile,JAY-Z Featuring Gloria Carter,56.0,56.0,-,1.0,2017.0,7.0,29.0
Caught Their Eyes,JAY-Z Featuring Frank Ocean,63.0,63.0,-,1.0,2017.0,7.0,29.0
Moonlight,JAY-Z,86.0,86.0,-,1.0,2017.0,7.0,29.0
Glorious,Macklemore Featuring Skylar Grey,89.0,89.0,-,1.0,2017.0,7.0,29.0
Marcy Me,JAY-Z,90.0,90.0,-,1.0,2017.0,7.0,29.0
Get Low,Zedd & Liam Payne,91.0,91.0,-,1.0,2017.0,7.0,29.0
Fetish,Selena Gomez Featuring Gucci Mane,92.0,92.0,-,1.0,2017.0,7.0,29.0
Famous,21 Savage,94.0,94.0,-,1.0,2017.0,7.0,29.0
A Lie,French Montana Featuring The Weeknd & Max B,75.0,75.0,-,1.0,2017.0,8.0,5.0
Jerika,Jake Paul & Erika Costell Featuring Uncle Kade,86.0,86.0,-,1.0,2017.0,8.0,5.0
Young Dumb & Broke,Khalid,91.0,91.0,-,1.0,2017.0,8.0,5.0
Woman,Kesha Featuring The Dap-Kings Horns,96.0,96.0,-,1.0,2017.0,8.0,5.0
Back To You,Louis Tomlinson Featuring Bebe Rexha & Digital Farm Animals,40.0,40.0,-,1.0,2017.0,8.0,12.0
What's My Name,"China Anne McClain, Thomas Doherty & Dylan Playfair",61.0,61.0,-,1.0,2017.0,8.0,12.0
Issues,Meek Mill,77.0,77.0,-,1.0,2017.0,8.0,12.0
Wins & Losses,Meek Mill,79.0,79.0,-,1.0,2017.0,8.0,12.0
It's Goin' Down,Descendants 2 Cast,81.0,81.0,-,1.0,2017.0,8.0,12.0
1942 Flows,Meek Mill,83.0,83.0,-,1.0,2017.0,8.0,12.0
Imitadora,Romeo Santos,91.0,91.0,-,1.0,2017.0,8.0,12.0
We Ball,Meek Mill Featuring Young Thug,96.0,96.0,-,1.0,2017.0,8.0,12.0
F**k That Check Up,Meek Mill Featuring Lil Uzi Vert,97.0,97.0,-,1.0,2017.0,8.0,12.0
Heavy Heart,Meek Mill,99.0,99.0,-,1.0,2017.0,8.0,12.0
You Da Baddest,Future Featuring Nicki Minaj,38.0,38.0,-,1.0,2017.0,8.0,19.0
Unforgettable,Thomas Rhett,68.0,68.0,-,1.0,2017.0,8.0,19.0
When It Rains It Pours,Luke Combs,85.0,85.0,-,1.0,2017.0,8.0,19.0
They Don't Know,Jason Aldean,87.0,87.0,-,1.0,2017.0,8.0,19.0
Honest,The Chainsmokers,88.0,88.0,-,1.0,2017.0,8.0,19.0
The Weekend,SZA,89.0,89.0,-,1.0,2017.0,8.0,19.0
New Rules,Dua Lipa,90.0,90.0,-,1.0,2017.0,8.0,19.0
Wish I Knew You,The Revivalists,93.0,93.0,-,1.0,2017.0,8.0,19.0
Every Little Thing,Carly Pearce,94.0,94.0,-,1.0,2017.0,8.0,19.0
Learn To Let Go,Kesha,97.0,97.0,-,1.0,2017.0,8.0,19.0
All The Pretty Girls,Kenny Chesney,98.0,98.0,-,1.0,2017.0,8.0,19.0
For Her,Chris Lane,99.0,99.0,-,1.0,2017.0,8.0,19.0
The Race,Tay-K,70.0,70.0,-,1.0,2017.0,8.0,26.0
Patty Cake,Kodak Black,76.0,76.0,-,1.0,2017.0,8.0,26.0
OMG,Camila Cabello Featuring Quavo,81.0,81.0,-,1.0,2017.0,8.0,26.0
What About Us,P!nk,82.0,82.0,-,1.0,2017.0,8.0,26.0
Perplexing Pegasus,Rae Sremmurd,84.0,84.0,-,1.0,2017.0,8.0,26.0
B.E.D.,Jacquees,94.0,94.0,-,1.0,2017.0,8.0,26.0
Chillin' Like A Villain,"Sofia Carson, Cameron Boyce, Booboo Stewart & Mitchell Hope",95.0,95.0,-,1.0,2017.0,8.0,26.0
Havana,Camila Cabello Featuring Young Thug,99.0,99.0,-,1.0,2017.0,8.0,26.0
Silence,Marshmello Featuring Khalid,42.0,42.0,-,1.0,2017.0,9.0,2.0
More Girls Like You,Kip Moore,88.0,88.0,-,1.0,2017.0,9.0,2.0
Something New,Wiz Khalifa Featuring Ty Dolla $ign,92.0,92.0,-,1.0,2017.0,9.0,2.0
Untouchable,YoungBoy Never Broke Again,95.0,95.0,-,1.0,2017.0,9.0,2.0
I Could Use A Love Song,Maren Morris,97.0,97.0,-,1.0,2017.0,9.0,2.0
Fix A Drink,Chris Janson,98.0,98.0,-,1.0,2017.0,9.0,2.0
Friends,Justin Bieber + BloodPop,20.0,20.0,-,1.0,2017.0,9.0,9.0
I Get The Bag,Gucci Mane Featuring Migos,34.0,34.0,-,1.0,2017.0,9.0,9.0
Roll In Peace,Kodak Black Featuring XXXTENTACION,53.0,53.0,-,1.0,2017.0,9.0,9.0
Look What You Made Me Do,Taylor Swift,77.0,77.0,-,1.0,2017.0,9.0,9.0
Younger Now,Miley Cyrus,79.0,79.0,-,1.0,2017.0,9.0,9.0
Its Every Night Sis,RiceGum Featuring Alissa Violet,80.0,80.0,-,1.0,2017.0,9.0,9.0
Transportin',Kodak Black,82.0,82.0,-,1.0,2017.0,9.0,9.0
Questions,Chris Brown,90.0,90.0,-,1.0,2017.0,9.0,9.0
Jocelyn Flores,XXXTENTACION,31.0,31.0,-,1.0,2017.0,9.0,16.0
The Way Life Goes,Lil Uzi Vert Featuring Nicki Minaj,39.0,39.0,-,1.0,2017.0,9.0,16.0
F**k Love,XXXTENTACION Featuring Trippie Redd,41.0,41.0,-,1.0,2017.0,9.0,16.0
Sauce It Up,Lil Uzi Vert,49.0,49.0,-,1.0,2017.0,9.0,16.0
Everybody Dies In Their Nightmares,XXXTENTACION,54.0,54.0,-,1.0,2017.0,9.0,16.0
444+222,Lil Uzi Vert,60.0,60.0,-,1.0,2017.0,9.0,16.0
What Lovers Do,Maroon 5 Featuring SZA,73.0,73.0,-,1.0,2017.0,9.0,16.0
Light It Up,Luke Bryan,76.0,76.0,-,1.0,2017.0,9.0,16.0
Revenge,XXXTENTACION,77.0,77.0,-,1.0,2017.0,9.0,16.0
Neon Guts,Lil Uzi Vert Featuring Pharrell Williams,79.0,79.0,-,1.0,2017.0,9.0,16.0
Two,Lil Uzi Vert,80.0,80.0,-,1.0,2017.0,9.0,16.0
X,Lil Uzi Vert,81.0,81.0,-,1.0,2017.0,9.0,16.0
For Real,Lil Uzi Vert,82.0,82.0,-,1.0,2017.0,9.0,16.0
UnFazed,Lil Uzi Vert Featuring The Weeknd,84.0,84.0,-,1.0,2017.0,9.0,16.0
No Sleep Leak,Lil Uzi Vert,90.0,90.0,-,1.0,2017.0,9.0,16.0
Depression & Obsession,XXXTENTACION,91.0,91.0,-,1.0,2017.0,9.0,16.0
Dark Queen,Lil Uzi Vert,92.0,92.0,-,1.0,2017.0,9.0,16.0
Save Me,XXXTENTACION,94.0,94.0,-,1.0,2017.0,9.0,16.0
Carry On,XXXTENTACION,95.0,95.0,-,1.0,2017.0,9.0,16.0
Tell Me You Love Me,Demi Lovato,97.0,97.0,-,1.0,2017.0,9.0,16.0
...Ready For It?,Taylor Swift,4.0,4.0,-,1.0,2017.0,9.0,23.0
These Heaux,Bhad Bhabie,77.0,77.0,-,1.0,2017.0,9.0,23.0
Bad At Love,Halsey,81.0,81.0,-,1.0,2017.0,9.0,23.0
Greatest Love Story,LANCO,86.0,86.0,-,1.0,2017.0,9.0,23.0
Sky Walker,Miguel Featuring Travis Scott,97.0,97.0,-,1.0,2017.0,9.0,23.0
No Fear,DeJ Loaf,100.0,100.0,-,1.0,2017.0,9.0,23.0
Too Good At Goodbyes,Sam Smith,5.0,5.0,-,1.0,2017.0,9.0,30.0
Dusk Till Dawn,Zayn Featuring Sia,44.0,44.0,-,1.0,2017.0,9.0,30.0
Love So Soft,Kelly Clarkson,62.0,62.0,-,1.0,2017.0,9.0,30.0
I'll Name The Dogs,Blake Shelton,73.0,73.0,-,1.0,2017.0,9.0,30.0
Found You,Kane Brown,80.0,80.0,-,1.0,2017.0,9.0,30.0
Gucci Gang,Lil Pump,81.0,81.0,-,1.0,2017.0,9.0,30.0
No Limit,G-Eazy Featuring A$AP Rocky & Cardi B,85.0,85.0,-,1.0,2017.0,9.0,30.0
Pills And Automobiles,"Chris Brown Featuring Yo Gotti, A Boogie Wit da Hoodie & Kodak Black",98.0,98.0,-,1.0,2017.0,9.0,30.0
Let Me Go,Hailee Steinfeld & Alesso Featuring Florida Georgia Line & Watt,99.0,99.0,-,1.0,2017.0,9.0,30.0
Rockstar,Post Malone Featuring 21 Savage,2.0,2.0,-,1.0,2017.0,10.0,7.0
Too Much To Ask,Niall Horan,66.0,66.0,-,1.0,2017.0,10.0,7.0
Curve,Gucci Mane Featuring The Weeknd,67.0,67.0,-,1.0,2017.0,10.0,7.0
DNA,BTS,85.0,85.0,-,1.0,2017.0,10.0,7.0
Homemade Dynamite,"Lorde Featuring Khalid, Post Malone & SZA",92.0,92.0,-,1.0,2017.0,10.0,7.0
I Fall Apart,Post Malone,65.0,65.0,-,1.0,2017.0,10.0,14.0
Good Old Days,Macklemore Featuring Kesha,70.0,70.0,-,1.0,2017.0,10.0,14.0
Losing Sleep,Chris Young,94.0,94.0,-,1.0,2017.0,10.0,14.0
Like I Loved You,Brett Young,95.0,95.0,-,1.0,2017.0,10.0,14.0
Round Here Buzz,Eric Church,97.0,97.0,-,1.0,2017.0,10.0,14.0
Plain Jane,A$AP Ferg Featuring Nicki Minaj,98.0,98.0,-,1.0,2017.0,10.0,14.0
Hi Bich,Bhad Bhabie,68.0,68.0,-,1.0,2017.0,10.0,21.0
No Promises,A Boogie Wit da Hoodie,74.0,74.0,-,1.0,2017.0,10.0,21.0
Say A',A Boogie Wit da Hoodie,75.0,75.0,-,1.0,2017.0,10.0,21.0
Undefeated,A Boogie Wit da Hoodie Featuring 21 Savage,84.0,84.0,-,1.0,2017.0,10.0,21.0
Beast Mode,A Boogie Wit da Hoodie Featuring PnB Rock & YoungBoy Never Broke Again,86.0,86.0,-,1.0,2017.0,10.0,21.0
Smooth,Florida Georgia Line,98.0,98.0,-,1.0,2017.0,10.0,21.0
Almost Like Praying,Lin-Manuel Miranda Featuring Artists For Puerto Rico,20.0,20.0,-,1.0,2017.0,10.0,28.0
Pray,Sam Smith Featuring Logic,55.0,55.0,-,1.0,2017.0,10.0,28.0
How Long,Charlie Puth,60.0,60.0,-,1.0,2017.0,10.0,28.0
Heaven,Kane Brown,72.0,72.0,-,1.0,2017.0,10.0,28.0
Dear Hate,Maren Morris Featuring Vince Gill,91.0,91.0,-,1.0,2017.0,10.0,28.0
Lights Down Low,MAX Featuring gnash,95.0,95.0,-,1.0,2017.0,10.0,28.0
Too Hotty,"Quavo, Takeoff & Offset",97.0,97.0,-,1.0,2017.0,10.0,28.0
High End,Chris Brown Featuring Future & Young Thug,82.0,82.0,-,1.0,2017.0,11.0,4.0
Yours,Russell Dickerson,84.0,84.0,-,1.0,2017.0,11.0,4.0
Let You Down,NF,87.0,87.0,-,1.0,2017.0,11.0,4.0
Stunting Ain't Nuthin,Gucci Mane Featuring Slim Jxmmi & Young Dolph,95.0,95.0,-,1.0,2017.0,11.0,4.0
You Broke Up With Me,Walker Hayes,96.0,96.0,-,1.0,2017.0,11.0,4.0
Mayores,Becky G Featuring Bad Bunny,97.0,97.0,-,1.0,2017.0,11.0,4.0
Ask Me How I Know,Garth Brooks,98.0,98.0,-,1.0,2017.0,11.0,4.0
Gorgeous,Taylor Swift,13.0,13.0,-,1.0,2017.0,11.0,11.0
Patek Water,Future & Young Thug Featuring Offset,50.0,50.0,-,1.0,2017.0,11.0,11.0
Meant To Be,Bebe Rexha & Florida Georgia Line,61.0,61.0,-,1.0,2017.0,11.0,11.0
No Cap,Future & Young Thug,62.0,62.0,-,1.0,2017.0,11.0,11.0
Feed Me Dope,Future,68.0,68.0,-,1.0,2017.0,11.0,11.0
All Da Smoke,Future & Young Thug,77.0,77.0,-,1.0,2017.0,11.0,11.0
Candy Paint,Post Malone,84.0,84.0,-,1.0,2017.0,11.0,11.0
Wolves,Selena Gomez X Marshmello,88.0,88.0,-,1.0,2017.0,11.0,11.0
4 Da Gang,Future,92.0,92.0,-,1.0,2017.0,11.0,11.0
Bedroom Floor,Liam Payne,98.0,98.0,-,1.0,2017.0,11.0,11.0
Three,Future & Young Thug,100.0,100.0,-,1.0,2017.0,11.0,11.0
MotorSport,"Migos, Nicki Minaj & Cardi B",14.0,14.0,-,1.0,2017.0,11.0,18.0
Ghostface Killers,"21 Savage, Offset & Metro Boomin Featuring Travis Scott",57.0,57.0,-,1.0,2017.0,11.0,18.0
Ric Flair Drip,Offset & Metro Boomin,71.0,71.0,-,1.0,2017.0,11.0,18.0
Rap Saved Me,"21 Savage, Offset & Metro Boomin Featuring Quavo",74.0,74.0,-,1.0,2017.0,11.0,18.0
My Choppa Hate N****s,21 Savage & Metro Boomin,94.0,94.0,-,1.0,2017.0,11.0,18.0
All On Me,Devin Dawson,98.0,98.0,-,1.0,2017.0,11.0,18.0
Call It What You Want,Taylor Swift,27.0,27.0,-,1.0,2017.0,11.0,25.0
Lemon,N*E*R*D & Rihanna,65.0,65.0,-,1.0,2017.0,11.0,25.0
Rubbin Off The Paint,YBN Nahmir,79.0,79.0,-,1.0,2017.0,11.0,25.0
Wait,Maroon 5,93.0,93.0,-,1.0,2017.0,11.0,25.0
Pull Up N Wreck,Big Sean & Metro Boomin Featuring 21 Savage,94.0,94.0,-,1.0,2017.0,11.0,25.0
Mad Stalkers,"21 Savage, Offset & Metro Boomin",99.0,99.0,-,1.0,2017.0,11.0,25.0
Nightmare,Offset & Metro Boomin,100.0,100.0,-,1.0,2017.0,11.0,25.0
Walk On Water,Eminem Featuring Beyonce,14.0,14.0,-,1.0,2017.0,12.0,2.0
Gummo,6ix9ine,58.0,58.0,-,1.0,2017.0,12.0,2.0
Wanted You,NAV Featuring Lil Uzi Vert,65.0,65.0,-,1.0,2017.0,12.0,2.0
Female,Keith Urban,69.0,69.0,-,1.0,2017.0,12.0,2.0
Betrayed,Lil Xan,93.0,93.0,-,1.0,2017.0,12.0,2.0
The Plan,G-Eazy,96.0,96.0,-,1.0,2017.0,12.0,2.0
Pick It Up,Famous Dex Featuring A$AP Rocky,97.0,97.0,-,1.0,2017.0,12.0,2.0
Echame La Culpa,Luis Fonsi & Demi Lovato,47.0,47.0,-,1.0,2017.0,12.0,9.0
Awful Things,Lil Peep,79.0,79.0,-,1.0,2017.0,12.0,9.0
End Game,Taylor Swift Featuring Ed Sheeran & Future,86.0,86.0,-,1.0,2017.0,12.0,9.0
Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",90.0,90.0,-,1.0,2017.0,12.0,9.0
When We,Tank,92.0,92.0,-,1.0,2017.0,12.0,9.0
Beautiful Trauma,P!nk,95.0,95.0,-,1.0,2017.0,12.0,9.0
No Smoke,YoungBoy Never Broke Again,96.0,96.0,-,1.0,2017.0,12.0,9.0
The Rest Of Our Life,Tim McGraw & Faith Hill,98.0,98.0,-,1.0,2017.0,12.0,9.0
Written In The Sand,Old Dominion,99.0,99.0,-,1.0,2017.0,12.0,9.0
Faking It,Calvin Harris Featuring Kehlani & Lil Yachty,100.0,100.0,-,1.0,2017.0,12.0,9.0
MIC Drop,BTS Featuring Desiigner,28.0,28.0,-,1.0,2017.0,12.0,16.0
Codeine Dreaming,Kodak Black Featuring Lil Wayne,52.0,52.0,-,1.0,2017.0,12.0,16.0
Krippy Kush,"Farruko, Nicki Minaj, Bad Bunny, 21 Savage & Rvssian",86.0,86.0,-,1.0,2017.0,12.0,16.0
Legends,Kelsea Ballerini,98.0,98.0,-,1.0,2017.0,12.0,16.0
Total Eclipse Of The Heart,Chloe Kohanski,99.0,99.0,-,1.0,2017.0,12.0,16.0
Perro Fiel,Shakira Featuring Nicky Jam,100.0,100.0,-,1.0,2017.0,12.0,16.0
Him & I,G-Eazy & Halsey,21.0,21.0,-,1.0,2017.0,12.0,23.0
Kooda,6ix9ine,61.0,61.0,-,1.0,2017.0,12.0,23.0
Juice,Yo Gotti,93.0,93.0,-,1.0,2017.0,12.0,23.0
Bella y Sensual,Romeo Santos Featuring Nicky Jam & Daddy Yankee,95.0,95.0,-,1.0,2017.0,12.0,23.0
Marry Me,Thomas Rhett,97.0,97.0,-,1.0,2017.0,12.0,23.0
Five More Minutes,Scotty McCreery,98.0,98.0,-,1.0,2017.0,12.0,23.0
Criminal,Natti Natasha x Ozuna,99.0,99.0,-,1.0,2017.0,12.0,23.0
Never Be The Same,Camila Cabello,61.0,61.0,-,1.0,2017.0,12.0,30.0
Go Legend,Big Sean & Metro Boomin Featuring Travis Scott,67.0,67.0,-,1.0,2017.0,12.0,30.0
Dark Knight Dummo,Trippie Redd Featuring Travis Scott,72.0,72.0,-,1.0,2017.0,12.0,30.0
My Dawg,Lil Baby,77.0,77.0,-,1.0,2017.0,12.0,30.0
Danger,Migos & Marshmello,82.0,82.0,-,1.0,2017.0,12.0,30.0
Untouchable,Eminem,86.0,86.0,-,1.0,2017.0,12.0,30.0
Bartier Cardi,Cardi B Featuring 21 Savage,14.0,14.0,-,1.0,2018.0,1.0,6.0
River,Eminem Featuring Ed Sheeran,43.0,11.0,11,2.0,2018.0,1.0,6.0
La Modelo,Ozuna x Cardi B,52.0,52.0,-,1.0,2018.0,1.0,6.0
Eye 2 Eye,Huncho Jack Featuring Takeoff,65.0,65.0,-,1.0,2018.0,1.0,6.0
Modern Slavery,Huncho Jack,68.0,68.0,-,1.0,2018.0,1.0,6.0
Thunder/Young Dumb & Broke (Medley),Imagine Dragons + Khalid,69.0,69.0,-,1.0,2018.0,1.0,6.0
Black & Chinese,Huncho Jack,71.0,71.0,-,1.0,2018.0,1.0,6.0
Ice Tray,Quavo & Lil Yachty,80.0,80.0,82,2.0,2018.0,1.0,6.0
Dubai Shit,Huncho Jack Featuring Offset,83.0,83.0,-,1.0,2018.0,1.0,6.0
Huncho Jack,Huncho Jack,87.0,87.0,-,1.0,2018.0,1.0,6.0
Motorcycle Patches,Huncho Jack,90.0,90.0,-,1.0,2018.0,1.0,6.0
Saint,Huncho Jack,92.0,92.0,-,1.0,2018.0,1.0,6.0
Stir Fry,Migos,94.0,94.0,-,1.0,2018.0,1.0,6.0
Finesse,Bruno Mars & Cardi B,35.0,35.0,-,1.0,2018.0,1.0,13.0
One Foot,WALK THE MOON,80.0,80.0,-,1.0,2018.0,1.0,13.0
This Is Me,Keala Settle & The Greatest Showman Ensemble,83.0,83.0,-,1.0,2018.0,1.0,13.0
Rewrite The Stars,Zac Efron & Zendaya,85.0,85.0,-,1.0,2018.0,1.0,13.0
Never Enough,Loren Allred,88.0,88.0,-,1.0,2018.0,1.0,13.0
Corazon,Maluma X Nego do Borel,92.0,92.0,-,1.0,2018.0,1.0,13.0
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",95.0,95.0,-,1.0,2018.0,1.0,13.0
Best Friend,"Sofi Tukker Featuring NERVO, The Knocks & Alisa Ueno",100.0,100.0,-,1.0,2018.0,1.0,13.0
Filthy,Justin Timberlake,9.0,9.0,-,1.0,2018.0,1.0,20.0
All The Stars,Kendrick Lamar & SZA,43.0,43.0,-,1.0,2018.0,1.0,20.0
For You (Fifty Shades Freed),Liam Payne & Rita Ora,82.0,82.0,-,1.0,2018.0,1.0,20.0
Nowadays,Lil Skies Featuring Landon Cube,85.0,85.0,-,1.0,2018.0,1.0,20.0
I Miss You,Clean Bandit Featuring Julia Michaels,92.0,92.0,-,1.0,2018.0,1.0,20.0
Red Roses,Lil Skies Featuring Landon Cube,98.0,98.0,-,1.0,2018.0,1.0,20.0
The Champion,Carrie Underwood Featuring Ludacris,47.0,47.0,-,1.0,2018.0,1.0,27.0
KEKE,"6ix9ine, Fetty Wap & A Boogie Wit da Hoodie",64.0,64.0,-,1.0,2018.0,1.0,27.0
Outside Today,YoungBoy Never Broke Again,71.0,71.0,-,1.0,2018.0,1.0,27.0
My My My!,Troye Sivan,80.0,80.0,-,1.0,2018.0,1.0,27.0
Tequila,Dan + Shay,84.0,84.0,-,1.0,2018.0,1.0,27.0
King's Dead,"Jay Rock, Kendrick Lamar, Future & James Blake",91.0,91.0,-,1.0,2018.0,1.0,27.0
IDGAF,Dua Lipa,92.0,92.0,-,1.0,2018.0,1.0,27.0
El Bano,Enrique Iglesias Featuring Bad Bunny,98.0,98.0,-,1.0,2018.0,1.0,27.0
God's Plan,Drake,1.0,1.0,-,1.0,2018.0,2.0,3.0
Diplomatic Immunity,Drake,7.0,7.0,-,1.0,2018.0,2.0,3.0
Mine,Bazzi,56.0,56.0,-,1.0,2018.0,2.0,3.0
Sick Boy,The Chainsmokers,65.0,65.0,-,1.0,2018.0,2.0,3.0
Supplies,Justin Timberlake,71.0,71.0,-,1.0,2018.0,2.0,3.0
No Name,NF,82.0,82.0,-,1.0,2018.0,2.0,3.0
Rock,Plies,99.0,99.0,-,1.0,2018.0,2.0,3.0
Say Something,Justin Timberlake Featuring Chris Stapleton,9.0,9.0,-,1.0,2018.0,2.0,10.0
Walk It Talk It,Migos Featuring Drake,18.0,18.0,-,1.0,2018.0,2.0,10.0
The Middle,"Zedd, Maren Morris & Grey",23.0,23.0,-,1.0,2018.0,2.0,10.0
You Make It Easy,Jason Aldean,28.0,28.0,-,1.0,2018.0,2.0,10.0
Narcos,Migos,36.0,36.0,-,1.0,2018.0,2.0,10.0
BBO (Bad Bitches Only),Migos Featuring 21 Savage,48.0,48.0,-,1.0,2018.0,2.0,10.0
Notice Me,Migos Featuring Post Malone,52.0,52.0,-,1.0,2018.0,2.0,10.0
Supastars,Migos,53.0,53.0,-,1.0,2018.0,2.0,10.0
White Sand,"Migos Featuring Travis Scott, Ty Dolla $ign & Big Sean",64.0,64.0,-,1.0,2018.0,2.0,10.0
Gang Gang,Migos,73.0,73.0,-,1.0,2018.0,2.0,10.0
New Freezer,Rich The Kid Featuring Kendrick Lamar,75.0,75.0,-,1.0,2018.0,2.0,10.0
Higher We Go (Intro),Migos,83.0,83.0,-,1.0,2018.0,2.0,10.0
Auto Pilot,Migos,85.0,85.0,-,1.0,2018.0,2.0,10.0
Emoji A Chain,Migos,87.0,87.0,-,1.0,2018.0,2.0,10.0
El Farsante,Ozuna & Romeo Santos,92.0,92.0,-,1.0,2018.0,2.0,10.0
Most People Are Good,Luke Bryan,94.0,94.0,-,1.0,2018.0,2.0,10.0
CC,Migos Featuring Gucci Mane,96.0,96.0,-,1.0,2018.0,2.0,10.0
Pray For Me,The Weeknd & Kendrick Lamar,7.0,7.0,-,1.0,2018.0,2.0,17.0
Man Of The Woods,Justin Timberlake,73.0,73.0,-,1.0,2018.0,2.0,17.0
Dura,Daddy Yankee,81.0,81.0,-,1.0,2018.0,2.0,17.0
Hardaway,Derez De'Shon,90.0,90.0,-,1.0,2018.0,2.0,17.0
At The Club,Jacquees X Dej Loaf,92.0,92.0,-,1.0,2018.0,2.0,17.0
The Long Way,Brett Eldredge,93.0,93.0,-,1.0,2018.0,2.0,17.0
Singles You Up,Jordan Davis,94.0,94.0,-,1.0,2018.0,2.0,17.0
A Girl Like You,Easton Corbin,98.0,98.0,-,1.0,2018.0,2.0,17.0
Look Alive,BlocBoy JB Featuring Drake,6.0,6.0,-,1.0,2018.0,2.0,24.0
X,"ScHoolboy Q, 2 Chainz & Saudi",49.0,49.0,-,1.0,2018.0,2.0,24.0
Plug Walk,Rich The Kid,62.0,62.0,-,1.0,2018.0,2.0,24.0
The Ways,Khalid & Swae Lee,63.0,63.0,-,1.0,2018.0,2.0,24.0
Paramedic!,SOB X RBE,67.0,67.0,-,1.0,2018.0,2.0,24.0
Big Shot,Kendrick Lamar & Travis Scott,71.0,71.0,-,1.0,2018.0,2.0,24.0
Friends,Marshmello & Anne-Marie,72.0,72.0,-,1.0,2018.0,2.0,24.0
Black Panther,Kendrick Lamar,91.0,91.0,-,1.0,2018.0,2.0,24.0
I Like Me Better,Lauv,96.0,96.0,-,1.0,2018.0,2.0,24.0
Love Lies,Khalid & Normani,43.0,43.0,-,1.0,2018.0,3.0,3.0
Get You,Daniel Caesar Featuring Kali Uchis,93.0,93.0,-,1.0,2018.0,3.0,3.0
Psycho,Post Malone Featuring Ty Dolla $ign,2.0,2.0,-,1.0,2018.0,3.0,10.0
44 More,Logic,22.0,22.0,-,1.0,2018.0,3.0,10.0
Billy,6ix9ine,60.0,60.0,-,1.0,2018.0,3.0,10.0
Want You Back,5 Seconds Of Summer,61.0,61.0,-,1.0,2018.0,3.0,10.0
RONDO,6ix9ine Featuring Tory Lanez & Young Thug,73.0,73.0,-,1.0,2018.0,3.0,10.0
Booty,Blac Youngsta,81.0,81.0,-,1.0,2018.0,3.0,10.0
She's With Me,High Valley,96.0,96.0,-,1.0,2018.0,3.0,10.0
Break Up In The End,Cole Swindell,98.0,98.0,-,1.0,2018.0,3.0,10.0
Make Me Feel,Janelle Monae,99.0,99.0,-,1.0,2018.0,3.0,10.0
Sad!,XXXTENTACION,17.0,17.0,-,1.0,2018.0,3.0,17.0
Top Off,"DJ Khaled Featuring JAY Z, Future & B",22.0,22.0,-,1.0,2018.0,3.0,17.0
Everyday,Logic & Marshmello,43.0,43.0,-,1.0,2018.0,3.0,17.0
No Excuses,Meghan Trainor,46.0,46.0,-,1.0,2018.0,3.0,17.0
Changes,XXXTENTACION,47.0,47.0,-,1.0,2018.0,3.0,17.0
Powerglide,Rae Sremmurd & Juicy J,76.0,76.0,-,1.0,2018.0,3.0,17.0
X,Nicky Jam x J Balvin,80.0,80.0,-,1.0,2018.0,3.0,17.0
Stranger Things,Joyner Lucas & Chris Brown,91.0,91.0,-,1.0,2018.0,3.0,17.0
Tempo,Chris Brown,96.0,96.0,-,1.0,2018.0,3.0,17.0
Sativa,Jhene Aiko Featuring Swae Lee Or Rae Sremmurd,98.0,98.0,-,1.0,2018.0,3.0,17.0
I Lived It,Blake Shelton,99.0,99.0,-,1.0,2018.0,3.0,17.0
Broken Clocks,SZA,100.0,100.0,-,1.0,2018.0,3.0,17.0
Zombie,Bad Wolves,54.0,54.0,-,1.0,2018.0,3.0,24.0
Indica Badu,Logic Featuring Wiz Khalifa,56.0,56.0,-,1.0,2018.0,3.0,24.0
Contra,Logic,60.0,60.0,-,1.0,2018.0,3.0,24.0
NBAYoungboat,Lil Yachty Featuring NBA YoungBoy,63.0,63.0,-,1.0,2018.0,3.0,24.0
Overnight,Logic,68.0,68.0,-,1.0,2018.0,3.0,24.0
66,Lil Yachty Featuring Trippie Redd,73.0,73.0,-,1.0,2018.0,3.0,24.0
Midnight,Logic,74.0,74.0,-,1.0,2018.0,3.0,24.0
Wassup,Logic Featuring Big Sean,83.0,83.0,-,1.0,2018.0,3.0,24.0
Delicate,Taylor Swift,84.0,84.0,-,1.0,2018.0,3.0,24.0
